SampleID,SampleTime,SiteDescription,Latitude,Longitude,Site,SITEID,PFBA,PFMPA,3:3 FTCA,PFPeA,PFMBA,4:2 FTS,NFDHA,PFHxA,PFBS,HFPO-DA,5:3 FTCA,PFEESA,PFHpA,PFPeS,ADONA,6:2 FTS,PFOA,PFHxS,7:3 FTCA,PFNA,PFHpS,8:2 FTS,N-MeFOSAA,PFDA,N-EtFOSAA,PFOS,PFUnDA,9Cl-PF3ONS,PFNS,PFDoDA,PFOSA,PFDS,PFTrDA,11Cl-PF3OUdS,PFTeDA,PFDoDS,N-MeFOSE,N-MeFOSA,N-EtFOSE,N-EtFOSA,CL,COND25,DO,PH,NH3_N,OP,OX_N,SCA,SK,SMG,SNA,SO4,WTEMP,TSS,TALK,Sum_PFAS,Sum_PFCAs,Sum_PFSAs,Sum_Precursors,SampleDate,PPT_7D,PPT_30D,PPT_90D,PPT_MAX1D_30D,WET_DAYS_30D,DRY_SPELL_30D,HEAVY_RAIN_DAYS_7D_10MM,HEAVY_RAIN_DAYS_7D_25MM,HEAVY_RAIN_DAYS_30D_10MM,HEAVY_RAIN_DAYS_30D_25MM,HEAVY_RAIN_DAYS_30D_P90,TMEAN_30D,TMEAN_90D,GDD_90D,HEAT_DAYS_30D,VPDMAX_MEAN_7D,VPDMAX_MEAN_30D,VPDMIN_MEAN_30D,VPDMAX_MAX_30D,HIGH_VPD_DAYS_30D,VPD_CONTRAST_7D_30D,ARIDITY_PROXY_30D,MONTH,GROWING_SEASON,PPT_DAY,TMEAN_DAY,TMAX_DAY,TMIN_DAY,VPDMAX_DAY,VPDMIN_DAY,VPDMEAN_DAY,Developed_1KM,Forest_1KM,Agriculture_1KM,Wetlands_1KM,Water_1KM,Barren_1KM,Shrubland_1KM,Grassland_1KM,Developed_2KM,Forest_2KM,Agriculture_2KM,Wetlands_2KM,Water_2KM,Barren_2KM,Shrubland_2KM,Grassland_2KM,Date
24-0347,9:50,Cub Run upstream of US 50,38.909257,-77.466674,PF05,S10,28.36,0.129625195,0.182332953,103.7920966,0.116876646,0.131558268,0.07374434,59.00525599,7.59,0.229221372,0.374840239,0.02429537,25.52,5.26,0.168276389,335.5324119,23.63,33.64284602,0.740020255,7.14,0.94,6.91,0.037910889,0.96,0.071998892,32.58,0.111739816,0.132137803,0.39,0.02861524,0.049131487,0.015254281,0.069162614,0.02589776,0.060767687,0.005191877,2.7,0.43,0.160832544,0.047747336,99.2,986,11.5,7.7,0.01,0.045431053,0.56,103,6.92,31.5,69.7,233,6.1,21.3,152.2414447,677.3697898,248.9241398,80.60562311,347.8400269,2/20/2024,27.72,72.69,190.05,35.07,8,13,1,0,2,1,2,4.756666667,3.41,16.3,0,6.374285714,6.678,0.925666667,17.83,0,-0.303714286,10.88499551,2,0,0,2.2,9.1,-4.7,7.96,0.68,4.32,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,2/20/2024
24-0350,15:51,Occoquan High Dam,38.6938889,-77.2772222,ST01,S37,2.13,0.84,0.228763397,5.71,0.8,1.67,0.065043863,4.29,4.07,0.222197398,8.09,0.61,2.29,0.077551003,1.2,4.59,4.35,2.03,0.688631886,1.32,0.63,1.13,0.035219229,0.353241384,0.074767366,1.98,0.119527149,0.133327935,0.4,0.023765298,0.050084682,0.014107545,0.96,0.84,0.052781338,0.004883041,0.448092621,0.027251656,0.171850114,0.053663049,56.1,335.6156249,9.648847823,7.424175344,0.04,0.02,1.15,24.8,3.57,6.44,31.2,23,18.75955101,6.4,55.60346949,52.77474995,23.23931517,10.78986952,18.74556526,2/20/2024,26.23,89.04,222.14,41.08,9,12,1,0,3,1,3,4.986666667,3.532,14.9,0,6.437142857,6.654333333,0.720333333,18.9,0,-0.217190476,13.3807544,2,0,0,2.8,9.2,-3.5,7.91,0.81,4.36,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,2/20/2024
24-0431,9:11,Bull Run Marina,38.7416667,-77.3883333,RE30,S27,13.11,0.88,0.238049282,12.67,0.36,0.119649448,0.067226942,10.52,7.05,0.89,0.361216957,0.025717617,4.37,0.083223121,0.171703239,8.61,8.35,3.46,0.648666703,2.16,0.084285448,0.073273151,0.77,0.330577327,0.066447756,3.47,0.132167289,0.143580746,0.39,0.025775567,0.049128935,0.01751064,0.068295626,0.020989842,0.059346224,0.004522934,2.9,0.028876308,0.167664501,0.056422384,102,582,12.9,7.8,0.969519495,0.133909203,2.61,44.9,6.4,9.75,59.1,45.6,6.4,4.9,87.6011627,83.00431799,53.03616203,14.74983035,15.21832561,2/22/2024,2.71,89.85,215.96,41.43,8,13,0,0,2,1,2,5.26,3.2,15.2,0,7.615714286,6.972333333,0.677,18.33,0,0.643380952,12.88664722,2,0,0,3.3,9.6,-3,7.19,0.38,3.785,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,2/22/2024
24-0438,14:05,Occoquan River at Ravenwood Bridge,38.7175,-77.3941667,RE35,S31,3.63,0.138408272,0.196031207,2.37,0.121866363,0.138841313,0.069513268,1.55,2.95,0.85,0.424449899,0.028397806,1.05,0.074927166,0.175403614,0.84,1.99,0.89,0.638704041,0.73,0.080160765,0.081478944,0.038885691,0.329890756,0.063620631,1.15,0.116348033,0.135583186,0.41,0.02804095,0.053447775,0.015740219,0.065663788,0.021601046,0.054209857,0.005022243,2.86,0.027504198,0.159929133,0.049482326,31.1,222,12.1,6.7,0.02,0.046114041,0.47,17.5,1.83,5.72,17.8,16.1,5.4,6.7,56.26655475,24.60315249,12.17442802,5.76143243,6.667292039,2/22/2024,3.06,91.53,223.32,41.1,8,13,0,0,3,1,3,5.306666667,3.232692308,15.3,0,7.532857143,6.889,0.619,18.47,0,0.643857143,13.28639861,2,0,0,3.3,9.5,-3,7.16,0.34,3.75,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,2/22/2024
24-0513,10:05,UOSA Tributary,38.796984,-77.457145,PF01,S19,29.15,2.52,6.46,21.19,1.1,0.128045314,0.056867999,19.66,10.54,0.88,0.479169782,0.023862018,5.95,0.081129578,0.67,1.95,13.08,2,0.822843452,2.99,0.08781847,0.077816204,0.74,0.326744967,0.81,2.71,0.126848948,0.142012315,0.36,0.023179746,0.049931777,0.014665958,0.065228652,0.023199402,0.059723586,0.005565691,2.75,0.38,0.170741422,0.052330839,95.9,715,10.9,7.9,0.04,0.04,7.86,63.8,18.2,7.53,61.5,75.2,13.6,2.7,98.6356452,128.7077261,96.2417259,15.98825343,16.47774679,3/18/2024,0.76,81.88,292.83,23.85,10,7,0,0,3,0,3,8.013333333,5.092207792,51.8,0,18.40571429,10.23933333,0.775333333,28.28,0,8.166380952,7.996614363,3,0,0,13.5,22.4,4.7,21.7,2.59,12.145,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,3/18/2024
24-0514,10:00,Bull Run upstream of UOSA,38.797717,-77.45866,PF02,S17,14.72,0.128516125,4.2,11.33,0.114240691,0.12816536,0.06542666,8.43,5.56,0.215547541,0.431813954,0.023759468,4.69,0.35,0.72,9.84,7.09,5,0.69430346,2.25,0.086634827,0.080088061,0.83,0.322769303,0.06670036,4.52,0.124765191,0.140985282,0.62,0.029724071,0.046688897,0.015836465,0.061474216,0.023015258,0.056579011,0.73,3.05,0.45,0.174709785,0.051259366,54.9,451,11.3,7.7,0.01,0.048701672,0.2,39.9,1.77,10.3,32.4,51.1,10.8,2.3,78.28005772,87.46300335,49.34806861,17.0702313,21.04470344,3/18/2024,0.76,81.88,292.83,23.85,10,7,0,0,3,0,3,8.013333333,5.092207792,51.8,0,18.40571429,10.23933333,0.775333333,28.28,0,8.166380952,7.996614363,3,0,0,13.5,22.4,4.7,21.7,2.59,12.145,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,3/18/2024
24-0512,12:45,Bull Run at Rt 28,38.8030556,-77.4497222,ST45,S15,13.94,1.09,0.231558553,13.46,0.39,0.129951679,0.069202006,11.22,7.01,0.93,0.441018375,0.027042466,4.47,0.076446345,0.68,7.01,8.93,3.16,0.798358025,2.22,0.074631239,0.072634217,0.038517989,0.33868967,0.8,3.79,0.121800385,0.14441358,0.36,0.027847296,0.04973465,0.013685913,0.061432716,0.026184135,0.062391803,0.006905144,2.78,0.38,0.157311293,0.05195069,69.2,547,11.2,7.8,0.02,0.02,2.8,48.4,7.43,9.37,42.3,59.8,14.4,1.9,84.95715812,85.64170817,56.33216187,14.68930882,14.62023748,3/18/2024,0.76,81.88,292.83,23.85,10,7,0,0,3,0,3,8.013333333,5.092207792,51.8,0,18.40571429,10.23933333,0.775333333,28.28,0,8.166380952,7.996614363,3,0,0,13.5,22.4,4.7,21.7,2.59,12.145,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,3/18/2024
24-0612,8:20,Bull Run Marina,38.7416667,-77.3883333,RE30,S27,13.89,1.17,0.192366433,13.49,0.116240097,0.134799927,0.061087727,11.33,7.12,0.214845499,0.411791126,0.024357843,4.43,0.078374781,0.168303667,5.46,0.441157001,0.63,0.752445307,1.91,0.0833838,1.72,0.037696903,0.78,0.06505201,0.372747075,0.109119878,0.132760275,0.018790194,0.021602523,0.5,0.013824145,0.068815274,0.026850434,0.05341121,1.02,0.409495615,0.026790841,3.85,0.05095214,67.5,479,11.8,6.9,0.05,0.01,2.3,43.4,6.61,9.3,40.2,50.1,11.3,15,84.35591735,71.38706173,47.81034598,9.521088548,14.05562719,3/21/2024,1.09,80.79,296.75,22.95,9,5,0,0,3,0,3,8.73,5.29125,54.7,0,18.37142857,10.95633333,0.975,28.5,1,7.415095238,7.373817275,3,0,0,9.8,20.6,-1,20.47,3.01,11.74,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,3/21/2024
24-0794,14:25,Hooes Run at Old Bridge Rd,38.68,-77.2894444,FLOAT B1,S38,4.19,0.47,0.247059653,0.333686003,0.117976388,0.122315674,0.070740373,4.8,7.92,2.13,0.549203629,0.025070908,2.76,0.07976389,6.24,7.22,7.58,5.6,0.671001596,0.94,0.085081195,0.071583101,0.037181373,1.33,0.070405193,1.89,0.117017514,0.135403467,0.0166109,0.024064122,0.040885294,0.012034642,0.065394024,0.024572803,0.051837302,0.006429762,0.436087576,0.027966343,0.167317939,0.049787541,28.8,152,9.54,7.2,0.01,0.032195667,0.29,8.83,2.21,2.36,16.6,8.23,18.61877397,1,28.64724098,56.7264782,22.77997535,15.79496757,18.15153528,4/15/2024,9.96,116.06,310.71,25.69,8,7,0,0,4,1,4,10.87666667,7.447777778,114.7,0,17.38142857,12.64133333,1.354333333,23.4,0,4.740095238,9.180993566,4,1,0,19.6,28.4,10.7,29.08,3.57,16.325,71.60847167,24.38465942,0.028620492,0.601030338,2.14653692,0,0.973096737,0.25758443,73.80184827,20.96855076,0.007163837,0.788022065,3.481624758,0.107457554,0.51579626,0.3295365,4/15/2024
24-0798,16:15,Unnamed Tributary to Rocky Branch,38.784617,-77.579383,FLOAT C1,S20,9.01,0.47,0.19883974,7.98,0.117075855,0.119039166,0.07862559,7.69,3.44,2.16,0.380318029,0.025579796,5.28,0.079494188,2.45,2.93,7.67,2.78,0.639374868,2.61,0.082393483,3.41,0.034184448,1.16,0.070932816,6.06,0.124338181,0.142628194,0.019993195,0.027015391,0.04599899,0.014874162,0.74,0.025759258,0.055109548,0.00655632,0.438806271,0.027950354,0.163075088,0.050844945,90.7,550,9.58,7.3,0.05,0.057624256,1.01,55.5,1.83,22.7,42.1,49.2,15.40548961,17.1,147.0577596,68.80880788,42.93353897,12.6772786,13.19799031,4/15/2024,4.56,88.19,285.92,20.7,8,7,0,0,5,0,5,10.43666667,6.872222222,104.2,0,16.56857143,11.922,1.285333333,21.71,0,4.646571429,7.397248784,4,1,0,19.5,28.3,10.6,27.93,2.92,15.425,76.28333811,17.03470032,0.028677947,4.072268426,0.200745627,0.229423573,0.8603384,1.2905076,72.70578122,18.16032667,0.537287771,5.61644817,0.143276739,0.107457554,2.005874346,0.723547532,4/15/2024
24-0788,9:05,UOSA Tributary,38.796984,-77.457145,PF01,S19,35.02,4.14,0.213655447,28.73,1.37,0.12119264,0.061122432,25.69,13.92,1.1,0.378214502,0.026283878,7.4,0.080174306,0.9,1.01,16.08,2.36,0.747590455,3.41,0.089887588,1.63,0.037373185,1.49,0.067531365,4.26,0.126729809,0.149036873,0.018254838,0.023102502,0.046824041,0.012498744,0.059018675,0.021472637,0.058371651,0.006438929,0.430696181,0.029261299,0.156183289,0.058502244,88.5,753,9.39,7.3,0.04,0.03,7.62,63.1,19.1,7.62,59.4,84.6,15.55957734,6,85.44302819,151.5294175,123.5972226,20.94404779,6.98814708,4/15/2024,4.73,92.24,288.21,22.72,9,7,0,0,5,0,5,10.45666667,7.033333333,105.8,0,17.00714286,12.025,1.256333333,22.39,0,4.982142857,7.670686071,4,1,0,19.6,28.3,11,27.86,3.26,15.56,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,4/15/2024
24-0789,9:00,Bull Run upstream of UOSA,38.797717,-77.45866,PF02,S17,6.82,0.131156188,0.277833877,0.32849501,0.115626147,0.128621082,0.076191377,9.15,5.66,0.92,0.390387991,0.025425563,4.49,0.078619486,1.07,9.57,8.75,5.42,0.773661149,3.51,0.090147564,1.75,0.038135458,1.2,0.066112,7.77,0.103734661,0.138533467,0.020644991,0.031595479,0.045399466,0.010922087,0.064906997,0.024509281,0.054692001,0.005900204,0.415848038,0.026912536,0.177555701,0.050809076,49.6,513,8.92,7.3,0.02,0.047013535,0.06,43.5,1.89,10.9,29.8,57.4,17.29965327,2.2,83.15515614,69.77237688,34.75020648,19.24470264,15.77746775,4/15/2024,4.73,92.24,288.21,22.72,9,7,0,0,5,0,5,10.45666667,7.033333333,105.8,0,17.00714286,12.025,1.256333333,22.39,0,4.982142857,7.670686071,4,1,0,19.6,28.3,11,27.86,3.26,15.56,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,4/15/2024
24-0793,10:20,Cub Run upstream of US 50,38.909257,-77.466674,PF05,S10,24.67,0.135793818,0.219226368,86.54,0.120212029,0.134050374,0.065530007,52.86,8.16,1.05,0.45479109,0.027537732,22.22,4.62,0.85,282.39,21.5,43.11,0.656717297,6.46,0.78,6.86,0.039299925,1.41,0.064450696,29.56,0.110910388,0.14354569,0.018280153,0.026556748,0.044558608,0.011536032,0.059134141,0.020387603,0.047960383,0.006066485,0.427624672,0.027418074,0.171844381,0.053194219,57.4,918,7.77,7.6,0.06,0.01,0.34,101,3.79,33.4,49.2,263,20.46881528,5.6,137.7301327,596.1266269,216.1605675,86.4573537,293.5087057,4/15/2024,5.46,82.72,246.28,19.66,9,7,0,0,4,0,5,10.47666667,7.137777778,109.2,0,16.22285714,11.717,1.759,21.32,0,4.505857143,7.059827601,4,1,0,20.2,28.1,12.3,27.74,4.92,16.33,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,4/15/2024
24-0796,10:15,Occoquan High Dam,38.6938889,-77.2772222,ST01,S37,6.16,0.52,0.230383868,0.322430182,0.116753647,0.12661642,0.07018246,4.7,3.64,2.08,0.410322579,0.024621482,2.11,0.082349304,2.92,3.99,6.01,2.32,0.727095044,1.71,0.084016478,0.084357845,0.035714471,0.77,0.067151741,2.51,0.115362526,0.142268413,0.018632474,0.028005721,0.045995366,0.015549638,0.054078926,0.023807013,0.053395751,0.006655211,0.437534251,0.028934024,0.169326086,0.05557558,26.3,195,11.2,7.5,0.03,0.050678501,0.35,16.3,2.43,4.58,16.6,14,18.62304356,4.9,50.80860744,43.0171165,22.67002675,8.867900014,11.47918973,4/15/2024,9.9,115.08,305.77,25.13,9,7,0,0,5,1,5,10.75,7.411111111,111.9,0,17.00714286,12.43433333,1.331,23.13,0,4.572809524,9.255019704,4,1,0,19,28.2,9.7,28.34,3.08,15.71,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,4/15/2024
24-0797,12:17,Bull Run at Rt 28,38.8030556,-77.4497222,ST45,S15,17.77,2.21,0.215773574,18.88,0.43,0.13105084,0.065545915,16.57,8.6,2.08,0.500228054,0.024989024,5.96,0.078373075,2.25,6.46,11.66,3.92,0.74642198,3.08,0.087097185,0.072108518,0.037846436,1.82,0.065285969,5.19,0.112832749,0.138912817,0.01567103,0.024447363,0.046365227,0.014692925,0.054749781,0.022199264,0.053103376,0.00641992,0.429139601,0.025022362,0.171118758,0.058036092,66.6,561,10.2,7.6,0.05,0.01,3.14,51.2,9.11,9.53,42.5,67.2,16.59004052,4.5,86.81499762,110.0774318,78.62513327,18.09835524,13.35394333,4/15/2024,4.73,92.24,288.21,22.72,9,7,0,0,5,0,5,10.45666667,7.033333333,105.8,0,17.00714286,12.025,1.256333333,22.39,0,4.982142857,7.670686071,4,1,0,19.6,28.3,11,27.86,3.26,15.56,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,4/15/2024
24-0874,8:53,Bull Run Marina,38.7416667,-77.3883333,RE30-bottom,S27,17.24,1.73,0.220012442,16.75,0.31,0.120464857,0.069592516,14.2,8.76,1.87,0.424080117,0.026556472,5.52,0.076518236,1.89,3.51,12.28,3.48,0.596414399,2.75,0.083424385,0.076568913,0.03606931,1.74,0.070200025,5.69,0.111244018,1.62,0.017776014,0.026016299,0.047547827,0.015641384,0.059577929,0.022797308,0.054424628,0.006320757,0.418518914,0.0316314,0.150610831,0.047331146,61.9,510,9.41,7.4,0.09,0.045976084,2.41,45.1,7.55,9.55,38,56.6,18.21807884,12.4,85.00141903,102.1493401,72.77126287,19.79903456,9.579042698,4/18/2024,8.95,109.97,294.05,21.99,8,7,0,0,5,0,5,11.00666667,7.911111111,133.3,0,20.32285714,12.86633333,1.460333333,30.05,2,7.45652381,8.547112619,4,1,0,17.9,22.9,12.9,13.15,0.66,6.905,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,4/18/2024
24-0876,8:51,Bull Run Marina,38.7416667,-77.3883333,RE30-mid,S27,12.93,1.23,0.227632881,14.81,0.115083968,1.04,0.068706961,12.38,8.28,2.13,0.483696727,0.026420622,4.83,0.07833619,1.72,3.6,11.26,3.58,0.720948788,3.85,0.08065132,3.36,0.038721168,1.64,0.078943369,7.3,0.120865924,1.59,0.020126736,0.028936641,0.048896876,0.013883115,0.066387902,0.024459236,0.051136685,0.006146886,0.452558364,0.027041641,0.165927804,0.053529372,59,478,9.82,7.2,0.44,0.01,1.42,43,5.93,9.65,34.6,46.9,16.92923017,51.7,89.66867586,98.52903918,63.31241112,21.00002411,14.21660395,4/18/2024,8.95,109.97,294.05,21.99,8,7,0,0,5,0,5,11.00666667,7.911111111,133.3,0,20.32285714,12.86633333,1.460333333,30.05,2,7.45652381,8.547112619,4,1,0,17.9,22.9,12.9,13.15,0.66,6.905,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,4/18/2024
24-0870,8:47,Bull Run Marina,38.7416667,-77.3883333,RE30-surface,S27,11.9,1.17,0.260175079,11.38,0.31,0.122945741,0.069819341,10.73,6.41,0.87,0.432220385,0.024920818,4.49,0.081393006,0.7,2.6,10.4,3.09,0.653184129,2.66,0.080909491,1.48,0.040631502,0.324042374,0.06769393,4.62,0.109393041,0.139148068,0.017499953,0.027140011,0.046883579,0.009405626,0.061146825,0.026040341,0.06061908,0.005674307,0.408021371,0.027516229,0.165713201,0.054162267,62.8,512,9.09,7.6,0.03,0.05190039,2.41,45.7,7.76,9.58,38.8,57.6,18.38164053,10.9,76.40512945,76.12629969,53.62234133,14.50499161,7.998966754,4/18/2024,8.95,109.97,294.05,21.99,8,7,0,0,5,0,5,11.00666667,7.911111111,133.3,0,20.32285714,12.86633333,1.460333333,30.05,2,7.45652381,8.547112619,4,1,0,17.9,22.9,12.9,13.15,0.66,6.905,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,4/18/2024
24-0882,9:37,Occoquan River at Ravenwood Bridge,38.7175,-77.3941667,RE35-bottom,S31,2.12,0.12834601,0.238844874,0.302604948,0.112098858,0.126414278,0.077161381,1.9,2.11,0.94,0.465407804,0.022178429,0.99,0.077614592,1.23,1.22,2.73,1.19,0.765719144,0.86,0.082853353,1.62,0.035890631,0.333743917,0.057305988,1.42,0.117849525,0.130962754,0.01991336,0.024299364,0.047204396,0.015463372,0.062838717,0.02186296,0.049538794,0.005668292,0.446469514,0.028407591,1.07,0.049414227,22.1,189,9.66,7,0.02,0.046234525,0.18,16.1,1.63,5.47,13.4,12.8,15.77071698,8,55.31845014,23.24607707,9.731320133,5.096517111,8.418239828,4/18/2024,9.86,112.11,297.37,23.69,9,6,0,0,5,0,5,11.10333333,7.987777778,135.7,0,20.43285714,12.93633333,1.461,30.38,2,7.49652381,8.666288747,4,1,0,18.2,23,13.3,13.53,0.79,7.16,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,4/18/2024
24-0884,9:42,Occoquan River at Ravenwood Bridge,38.7175,-77.3941667,RE35-surface,S31,2.78,0.4,0.223859976,0.319779411,0.117882137,1.1,0.073488787,2.26,2.86,1.93,0.47995197,0.02148225,1.21,0.080277626,2.16,2.32,3.59,0.57,0.697079832,0.9,0.07946966,0.075530322,0.036205863,0.86,0.069747027,1.74,0.112479197,0.136294423,0.016866298,0.027426181,0.043287127,0.017528424,0.063039451,0.022249346,0.056137569,0.004656863,0.448960146,0.029193938,2.31,0.052112797,19,169,10.6,6.8,0.06,0.049140427,0.27,14.7,1.8,4.75,11.8,11.7,13.7172309,6.9,45.70976155,30.29498662,12.69674395,5.54882489,12.04941778,4/18/2024,9.86,112.11,297.37,23.69,9,6,0,0,5,0,5,11.10333333,7.987777778,135.7,0,20.43285714,12.93633333,1.461,30.38,2,7.49652381,8.666288747,4,1,0,18.2,23,13.3,13.53,0.79,7.16,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,4/18/2024
24-1327,10:35,Sand Branch at Pleasant Valley Rd,38.9165611,-77.4720556,FLOAT D1,S3,6.358,0.39,0.244391186,8.57,0.109705035,0.112635399,0.062955118,6.8,3.82,1.92,0.400945352,0.027776249,2.74,1,1.6,0.88,2.16,10.54,0.701851152,0.75,0.085341619,0.080590643,0.035282528,0.8,0.69,7.94,0.110524496,1.57,0.019692393,0.023916809,0.042546686,0.011168163,0.065285248,0.66,0.045437893,0.005655691,0.437604962,0.026661808,0.159926227,0.050710557,37.4,1020,9.05,7.508772459,0.05,0.02,0.69,123,3.98,42.2,42.8,359,17.5,16.7,143.7,62.04860521,28.92286948,25.67963412,7.446101617,5/20/2024,28.26,83.34,239.38,15.92,12,8,1,0,4,0,5,16.78666667,12.49333333,344.8,2,10.53714286,14.926,1.613,34.47,3,-4.388857143,5.583545491,5,1,0,18.6,24,13.3,12.69,0.64,6.665,62.05612829,26.00229095,1.288659794,6.500572738,0,3.035509737,1.116838488,0,57.09885387,32.57163324,1.489971347,4.505730659,0.150429799,3.08739255,0.830945559,0.26504298,5/20/2024
24-1322,13:00,UOSA Tributary,38.796984,-77.457145,PF01,S19,8.55,0.134296727,0.200414345,0.319534149,0.117234454,0.115289914,0.067272054,8.86,12.11,0.224020484,0.453346975,0.026283375,3.21,0.081391973,0.175348145,5.61,8.76,2.99,0.741344752,2.15,0.079384176,0.069749356,0.037442401,0.337049877,0.068649211,0.84,0.112637206,0.136098387,0.017377188,0.023292471,0.047900152,0.011909383,0.058201279,0.027389212,0.061682977,0.006942195,0.435268695,0.029757301,0.166948326,0.54,89.7,796,8.78,7.767409865,0.04,0.01,6.99,64.7,22,7.34,61.4,91.6,21.7,10.7,87,58.00345714,32.69392914,16.32677589,8.982752112,5/20/2024,26.25,86.26,257.1,15.99,14,8,1,0,4,0,4,16.85666667,12.48333333,345.2,1,10.62428571,15.45266667,1.13,35.7,4,-4.828380952,5.582208033,5,1,0,18.2,23.4,13,11.72,0.58,6.15,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,5/20/2024
24-1323,12:55,Bull Run upstream of UOSA,38.797717,-77.45866,PF02,S17,6.66,0.135730532,0.177582797,14.79,0.12068744,0.129398511,0.066884355,8.09,4.27,0.202388432,0.474504099,0.025225087,3.71,0.25,0.161498894,2.04,8.01,3.61,0.644140932,3.38,0.085484165,0.080552035,0.036820639,0.337617657,0.069770272,3.82,0.112153112,0.13779572,0.020601575,0.025101304,0.050162517,0.011429223,0.066377535,0.027456018,0.047943165,0.004881578,0.395241732,0.02530912,0.1523911,0.56,49,424,8.65,7.410996887,0.05,0.02,0.36,38,2.32,9.71,30.4,44.2,19.5,4,79.6,63.01512954,45.48561074,12.26287337,5.266645435,5/20/2024,26.25,86.26,257.1,15.99,14,8,1,0,4,0,4,16.85666667,12.48333333,345.2,1,10.62428571,15.45266667,1.13,35.7,4,-4.828380952,5.582208033,5,1,0,18.2,23.4,13,11.72,0.58,6.15,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,5/20/2024
